person_id,first_name,last_name,team,description,all_nba_team_number,season,month,week,conference,type,subtype1,subtype2,subtype3
76750,Walt,Frazier,New York Knicks,All-NBA,1,1971-72,,,1610612752,Award,Kia Motors,KIANT,
76750,Walt,Frazier,New York Knicks,All-Defensive Team,1,1973-74,,,1610612752,Award,Kia Motors,KIADT,
76750,Walt,Frazier,New York Knicks,All-Rookie Team,1,1967-68,,,1610612752,Award,Kia Motors,KIART,
76750,Walt,Frazier,New York Knicks,All-NBA,1,1973-74,,,1610612752,Award,Kia Motors,KIANT,
76750,Walt,Frazier,New York Knicks,All-Defensive Team,1,1968-69,,,1610612752,Award,Kia Motors,KIADT,
76750,Walt,Frazier,New York Knicks,All-Defensive Team,1,1971-72,,,1610612752,Award,Kia Motors,KIADT,
76750,Walt,Frazier,New York Knicks,NBA All-Star Most Valuable Player,,1974-75,,,,Award,Kia Motors,KAMVP,
76750,Walt,Frazier,New York Knicks,All-NBA,2,1970-71,,,1610612752,Award,Kia Motors,KIANT,
76750,Walt,Frazier,New York Knicks,All-Defensive Team,1,1972-73,,,1610612752,Award,Kia Motors,KIADT,
76750,Walt,Frazier,,Hall of Fame Inductee,,1987,,,,Award,Hall of Fame,,
76750,Walt,Frazier,New York Knicks,All-Defensive Team,1,1974-75,,,1610612752,Award,Kia Motors,KIADT,
76753,World B.,Free,San Diego Clippers,All-NBA,2,1978-79,,,1610612746,Award,Kia Motors,KIANT,
76753,World B.,Free,Cleveland Cavaliers,NBA Player of the Week,,1984-85,,1985-01-13T00:00:00,,Award,Kia Motors,KIPWK,
200777,Joel,Freeland,Great Britain,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,
101112,Channing,Frye,New York Knicks,All-Rookie Team,1,2005-06,,,1610612752,Award,Kia Motors,KIART,
101112,Channing,Frye,New York Knicks,NBA Rookie of the Month,,2005-06,11/01/2005,,East,Award,Kia Motors,KIRMO,
76764,Joe,Fulks,Philadelphia Warriors,All-NBA,1,1948-49,,,1610612744,Award,Kia Motors,KIANT,
76764,Joe,Fulks,,Hall of Fame Inductee,,1978,,,,Award,Hall of Fame,,
76764,Joe,Fulks,Philadelphia Warriors,All-NBA,2,1950-51,,,1610612744,Award,Kia Motors,KIANT,
76764,Joe,Fulks,Philadelphia Warriors,All-NBA,1,1947-48,,,1610612744,Award,Kia Motors,KIANT,
76764,Joe,Fulks,Philadelphia Warriors,All-NBA,1,1946-47,,,1610612744,Award,Kia Motors,KIANT,
76773,Harry,Gallatin,New York Knicks,All-NBA,1,1953-54,,,1610612752,Award,Kia Motors,KIANT,
76773,Harry,Gallatin,,Hall of Fame Inductee,,1991,,,,Award,Hall of Fame,,
76773,Harry,Gallatin,New York Knicks,All-NBA,2,1954-55,,,1610612752,Award,Kia Motors,KIANT,
204038,Langston,Galloway,New York Knicks,All-Rookie Team,2,2014-15,,,1610612752,Award,Kia Motors,KIART,
200816,Jorge,Garbajosa,Toronto Raptors,NBA Rookie of the Month,,2006-07,12/01/2006,,East,Award,Kia Motors,KIRMO,
200816,Jorge,Garbajosa,Spain,Olympic Silver Medal,,2008,,,,Award,Olympic,Silver,
200816,Jorge,Garbajosa,Toronto Raptors,All-Rookie Team,1,2006-07,,,1610612761,Award,Kia Motors,KIART,
200816,Jorge,Garbajosa,Spain,Olympic Appearance,,2000,,,,Award,Olympic,Appearance,
200816,Jorge,Garbajosa,Spain,Olympic Appearance,,2004,,,,Award,Olympic,Appearance,
2682,Alex,Garcia,Brazil,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,
76783,Dick,Garmaker,Minneapolis Lakers,All-NBA,2,1956-57,,,1610612747,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2003-04,,2004-01-25T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,J. Walter Kennedy Citizenship,,2005-06,,,,Award,Kia Motors,KIWKC,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2002-03,02/01/2003,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2003-04,04/01/2004,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2003-04,,2003-12-21T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,3,1998-99,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Sporting News Most Valuable Player of the Year,,2003-04,,,,Award,Sporting News,SNMVP,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Most Valuable Player,,2003-04,,,,Award,Kia Motors,KIMVP,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,2,2005-06,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2003-04,12/01/2003,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,NBA All-Star Most Valuable Player,,2002-03,,,,Award,Kia Motors,KAMVP,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2001-02,02/01/2002,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,2,2004-05,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Boston Celtics,NBA Player of the Week,,2009-10,,2009-12-07T00:00:00,East,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,3,2006-07,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Boston Celtics,All-Defensive Team,1,2007-08,,,1610612738,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Boston Celtics,All-Defensive Team,2,2011-12,,,1610612738,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Boston Celtics,All-Defensive Team,1,2008-09,,,1610612738,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,2,2001-02,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,1,2003-04,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,1998-99,,1999-04-04T00:00:00,,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2002-03,04/01/2003,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,1,1999-00,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,1999-00,,1999-11-14T00:00:00,,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,1,1999-00,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2000-01,,2000-11-19T00:00:00,,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2004-05,03/01/2005,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,1,2002-03,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,1,2001-02,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,All-Rookie Team,2,1995-96,,,1610612750,Award,Kia Motors,KIART,
708,Kevin,Garnett,USA,Olympic Gold Medal,,2000,,,,Award,Olympic,Gold,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2001-02,,2001-11-18T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2003-04,01/01/2004,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,1999-00,,2000-03-27T00:00:00,,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Boston Celtics,NBA Player of the Week,,2007-08,,2008-04-13T00:00:00,East,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,2,2006-07,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,1999-00,,1999-12-27T00:00:00,,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Boston Celtics,NBA Player of the Week,,2011-12,,2012-04-09T00:00:00,East,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2001-02,,2002-01-13T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,2,2000-01,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,1,2003-04,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2003-04,,2003-11-23T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Boston Celtics,All-NBA,1,2007-08,,,1610612738,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Boston Celtics,NBA Defensive Player of the Year,,2007-08,,,,Award,Kia Motors,KDPYR,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2003-04,,2004-02-01T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Boston Celtics,All-Defensive Team,1,2010-11,,,1610612738,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,1,2004-05,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,1999-00,01/01/2000,,,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Boston Celtics,NBA Player of the Week,,2007-08,,2008-03-23T00:00:00,East,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Boston Celtics,NBA Player of the Week,,2007-08,,2007-11-11T00:00:00,East,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,1,2002-03,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2002-03,,2002-11-24T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2006-07,,2007-01-07T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,1,2000-01,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2003-04,02/01/2004,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2004-05,,2004-11-07T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2005-06,,2006-01-15T00:00:00,West,Award,Kia Motors,KIPWK,
76788,Eldo,Garrett,Los Angeles Lakers,All-Rookie Team,1,1969-70,,,1610612747,Award,Kia Motors,KIART,
201188,Marc,Gasol,Memphis Grizzlies,All-Defensive Team,2,2012-13,,,1610612763,Award,Kia Motors,KIADT,
201188,Marc,Gasol,Memphis Grizzlies,All-NBA,2,2012-13,,,1610612763,Award,Kia Motors,KIANT,
201188,Marc,Gasol,Memphis Grizzlies,NBA Defensive Player of the Year,,2012-13,,,,Award,Kia Motors,KDPYR,
201188,Marc,Gasol,Memphis Grizzlies,All-NBA,1,2014-15,,,1610612763,Award,Kia Motors,KIANT,
201188,Marc,Gasol,Spain,Olympic Silver Medal,,2008,,,,Award,Olympic,Silver,
201188,Marc,Gasol,Spain,Olympic Silver Medal,,2012,,,,Award,Olympic,Silver,
201188,Marc,Gasol,Memphis Grizzlies,NBA Player of the Week,,2011-12,,2012-01-16T00:00:00,West,Award,Kia Motors,KIPWK,
201188,Marc,Gasol,Memphis Grizzlies,All-Rookie Team,2,2008-09,,,1610612763,Award,Kia Motors,KIART,
201188,Marc,Gasol,Memphis Grizzlies,NBA Player of the Week,,2016-17,,2016-12-12T00:00:00,West,Award,Kia Motors,KIPWK,
2200,Pau,Gasol,Memphis Grizzlies,NBA Player of the Week,,2005-06,,2006-03-05T00:00:00,West,Award,Kia Motors,KIPWK,
2200,Pau,Gasol,Los Angeles Lakers,NBA Player of the Week,,2009-10,,2010-03-22T00:00:00,West,Award,Kia Motors,KIPWK,
2200,Pau,Gasol,Los Angeles Lakers,NBA Player of the Week,,2010-11,,2010-11-01T00:00:00,West,Award,Kia Motors,KIPWK,
2200,Pau,Gasol,Memphis Grizzlies,NBA Player of the Week,,2004-05,,2005-01-02T00:00:00,West,Award,Kia Motors,KIPWK,
2200,Pau,Gasol,Los Angeles Lakers,NBA Player of the Week,,2008-09,,2009-02-09T00:00:00,West,Award,Kia Motors,KIPWK,
2200,Pau,Gasol,Memphis Grizzlies,NBA Rookie of the Year,,2001-02,,,,Award,Kia Motors,KIROY,
2200,Pau,Gasol,Memphis Grizzlies,NBA Player of the Week,,2005-06,,2006-03-26T00:00:00,West,Award,Kia Motors,KIPWK,
2200,Pau,Gasol,Memphis Grizzlies,NBA Rookie of the Month,,2001-02,03/01/2002,,West,Award,Kia Motors,KIRMO,
2200,Pau,Gasol,Los Angeles Lakers,NBA Player of the Week,,2008-09,,2009-02-23T00:00:00,West,Award,Kia Motors,KIPWK,
2200,Pau,Gasol,Spain,Olympic Silver Medal,,2008,,,,Award,Olympic,Silver,
2200,Pau,Gasol,Los Angeles Lakers,All-NBA,3,2009-10,,,1610612747,Award,Kia Motors,KIANT,
2200,Pau,Gasol,Los Angeles Lakers,J. Walter Kennedy Citizenship,,2011-12,,,,Award,Kia Motors,KIWKC,
2200,Pau,Gasol,Los Angeles Lakers,All-NBA,3,2008-09,,,1610612747,Award,Kia Motors,KIANT,
2200,Pau,Gasol,Los Angeles Lakers,All-NBA,2,2010-11,,,1610612747,Award,Kia Motors,KIANT,
2200,Pau,Gasol,Spain,Olympic Appearance,,2004,,,,Award,Olympic,Appearance,
2200,Pau,Gasol,Spain,Olympic Silver Medal,,2012,,,,Award,Olympic,Silver,
2200,Pau,Gasol,Los Angeles Lakers,NBA Player of the Month,,2008-09,02/01/2009,,West,Award,Kia Motors,KIPMO,
2200,Pau,Gasol,Memphis Grizzlies,NBA Rookie of the Month,,2001-02,01/01/2002,,West,Award,Kia Motors,KIRMO,
2200,Pau,Gasol,Chicago Bulls,All-NBA,2,2014-15,,,1610612741,Award,Kia Motors,KIANT,
2200,Pau,Gasol,Memphis Grizzlies,All-Rookie Team,1,2001-02,,,1610612763,Award,Kia Motors,KIART,
2200,Pau,Gasol,Memphis Grizzlies,NBA Rookie of the Month,,2001-02,11/01/2001,,West,Award,Kia Motors,KIRMO,
2200, Pau,Gasol,,Olympic Bronze Medal,,2016,,,,Award,Olympic,Bronze,
423,Chris,Gatling,Miami Heat,NBA Player of the Week,,1995-96,,1996-03-24T00:00:00,,Award,Kia Motors,KIPWK,
200752,Rudy,Gay,Memphis Grizzlies,NBA Rookie of the Month,,2006-07,11/01/2006,,West,Award,Kia Motors,KIRMO,
200752,Rudy,Gay,Memphis Grizzlies,All-Rookie Team,1,2006-07,,,1610612763,Award,Kia Motors,KIART,
1845,Andrew,Gaze,Australia,Olympic Appearance,,1992,,,,Award,Olympic,Appearance,
1845,Andrew,Gaze,Australia,Olympic Appearance,,1984,,,,Award,Olympic,Appearance,
1845,Andrew,Gaze,Australia,Olympic Appearance,,1988,,,,Award,Olympic,Appearance,
1845,Andrew,Gaze,Australia,Olympic Appearance,,2000,,,,Award,Olympic,Appearance,
1845,Andrew,Gaze,Australia,Olympic Appearance,,1996,,,,Award,Olympic,Appearance,
101153,Mickael,Gelabale,France,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,
76800,Jack,George,Philadelphia Warriors,All-NBA,2,1955-56,,,1610612744,Award,Kia Motors,KIANT,
202331,Paul,George,Indiana Pacers,All-Defensive Team,1,2013-14,,,1610612754,Award,Kia Motors,KIADT,
202331,Paul,George,Indiana Pacers,NBA Player of the Week,,2013-14,,2013-11-10T00:00:00,East,Award,Kia Motors,KIPWK,
202331,Paul,George,Indiana Pacers,NBA Player of the Month,,2013-14,11/1/2013,,East,Award,Kia Motors,KIPMO,
202331,Paul,George,Indiana Pacers,All-NBA,3,2012-13,,,1610612754,Award,Kia Motors,KIANT,
202331,Paul,George,Indiana Pacers,NBA Player of the Week,,2012-13,,2012-12-17T00:00:00,East,Award,Kia Motors,KIPWK,
202331,Paul,George,Indiana Pacers,NBA Player of the Week,,2013-14,,2014-01-20T00:00:00,,Award,Kia Motors,KIPWK,
202331,Paul,George,Indiana Pacers,NBA Player of the Week,,2012-13,,2012-12-10T00:00:00,East,Award,Kia Motors,KIPWK,
202331,Paul,George,Indiana Pacers,All-Defensive Team,2,2012-13,,,1610612754,Award,Kia Motors,KIADT,
202331,Paul,George,Indiana Pacers,All-Rookie Team,2,2010-11,,,1610612754,Award,Kia Motors,KIART,
202331,Paul,George,Indiana Pacers,All-NBA,3,2013-14,,,1610612754,Award,Kia Motors,KIANT,
202331,Paul,George,Indiana Pacers,NBA Most Improved Player,,2012-13,,,,Award,Kia Motors,KIMIP,
202331,Paul,George,Indiana Pacers,All-NBA,3,2015-16,,,East,Award,Kia Motors,KIANT,
202331,Paul,George,Indiana Pacers,All-Defensive Team,2,2015-16,,,East,Award,Kia Motors,KIADT,
202331,Paul,George,,Olympic Gold Medal,,2016,,,,Award,Olympic,Gold,
202331,Paul,George,Indiana Pacers,NBA Player of the Month,,2015-16,11/1/2015,,East,Award,Kia Motors,KIPMO,
202331,Paul,George,Indiana Pacers,NBA Player of the Week,,2015-16,,2015-11-30T00:00:00,East,Award,Kia Motors,KIPWK,
202331,Paul,George,Indiana Pacers,NBA Player of the Week,,2016-17,,2017-04-10T00:00:00,East,Award,Kia Motors,KIPWK,
202331,Paul,George,Indiana Pacers,NBA Player of the Month,,2016-17,4/1/2017,,East,Award,Kia Motors,KIPMO,
202331,Paul,George,Oklahoma City Thunder,All-NBA,3,2017-18,,,West,Award,Kia Motors,KIANT,
202331,Paul,George,Oklahoma City Thunder,NBA Player of the Week,,2018-19,,2019-02-04T00:00:00,West,Award,Kia Motors,KIPWK,
202331,Paul,George,Oklahoma City Thunder,NBA Player of the Week,,2018-19,,2019-01-21T00:00:00,West,Award,Kia Motors,KIPWK,
202331,Paul,George,Oklahoma City Thunder,NBA Player of the Week,,2018-19,,2018-12-17T00:00:00,West,Award,Kia Motors,KIPWK,
202331,Paul,George,Oklahoma City Thunder,NBA Player of the Month,,2018-19,02/01/2019,,West,Award,Kia Motors,KIPMO,
202331,Paul,George,Oklahoma City Thunder,All-NBA,1,2018-19,,,West,Award,Kia Motors,KIANT,
202331,Paul,George,Oklahoma City Thunder,All-Defensive Team,1,2018-19,,,West,Award,Kia Motors,KIADT,
76804,George,Gervin,San Antonio Spurs,All-NBA,1,1978-79,,,1610612759,Award,Kia Motors,KIANT,
76804,George,Gervin,San Antonio Spurs,NBA Player of the Month,,1979-80,01/01/1980,,,Award,Kia Motors,KIPMO,
76804,George,Gervin,San Antonio Spurs,NBA Player of the Week,,1981-82,,1981-12-06T00:00:00,,Award,Kia Motors,KIPWK,
76804,George,Gervin,San Antonio Spurs,All-NBA,1,1979-80,,,1610612759,Award,Kia Motors,KIANT,
76804,George,Gervin,San Antonio Spurs,NBA All-Star Most Valuable Player,,1979-80,,,,Award,Kia Motors,KAMVP,
76804,George,Gervin,San Antonio Spurs,NBA Player of the Week,,1981-82,,1982-01-03T00:00:00,,Award,Kia Motors,KIPWK,
76804,George,Gervin,San Antonio Spurs,All-NBA,1,1977-78,,,1610612759,Award,Kia Motors,KIANT,
76804,George,Gervin,San Antonio Spurs,All-NBA,2,1976-77,,,1610612759,Award,Kia Motors,KIANT,
76804,George,Gervin,San Antonio Spurs,All-NBA,1,1981-82,,,1610612759,Award,Kia Motors,KIANT,
76804,George,Gervin,San Antonio Spurs,All-NBA,2,1982-83,,,1610612759,Award,Kia Motors,KIANT,
76804,George,Gervin,,Hall of Fame Inductee,,1996,,,,Award,Hall of Fame,,
76804,George,Gervin,San Antonio Spurs,NBA Player of the Week,,1979-80,,1980-01-27T00:00:00,,Award,Kia Motors,KIPWK,
76804,George,Gervin,San Antonio Spurs,NBA Player of the Week,,1981-82,,1982-03-07T00:00:00,,Award,Kia Motors,KIPWK,
76804,George,Gervin,San Antonio Spurs,All-NBA,1,1980-81,,,1610612759,Award,Kia Motors,KIANT,
201959,Taj,Gibson,Chicago Bulls,All-Rookie Team,1,2009-10,,,1610612741,Award,Kia Motors,KIART,
1628983,Shai,Gilgeous-Alexander,LA Clippers,All-Rookie,2,2018-19,,,West,Award,Kia Motors,KIART,
383,Kendall,Gill,Charlotte Hornets,All-Rookie Team,1,1990-91,,,1610612740,Award,Kia Motors,KIART,
288,Armon,Gilliam,Phoenix Suns,All-Rookie Team,1,1987-88,,,1610612756,Award,Kia Motors,KIART,
288,Armon,Gilliam,New Jersey Nets,NBA Player of the Week,,1995-96,,1996-02-18T00:00:00,,Award,Kia Motors,KIPWK,
76815,Armen,Gilliam,Phoenix Suns,NBA Rookie of the Month,,1987-88,01/01/1988,,,Award,Kia Motors,KIRMO,
600014,Artis,Gilmore,Chicago Bulls,NBA Player of the Week,,1981-82,,1981-12-13T00:00:00,,Award,Kia Motors,KIPWK,
600014,Artis,Gilmore,Chicago Bulls,NBA Player of the Week,,1980-81,,1980-11-23T00:00:00,,Award,Kia Motors,KIPWK,
600014,Artis,Gilmore,San Antonio Spurs,NBA Player of the Week,,1982-83,,1983-01-30T00:00:00,,Award,Kia Motors,KIPWK,
600014,Artis,Gilmore,Chicago Bulls,All-Defensive Team,2,1977-78,,,1610612741,Award,Kia Motors,KIADT,
600014,Artis,Gilmore,,Hall of Fame Inductee,,2011,,,,Award,Hall of Fame,,
1938,Manu,Ginobili,San Antonio Spurs,All-NBA,3,2010-11,,,1610612759,Award,Kia Motors,KIANT,
1938,Manu,Ginobili,Argentina,Olympic Gold Medal,,2004,,,,Award,Olympic,Gold,
1938,Manu,Ginobili,San Antonio Spurs,NBA Player of the Week,,2009-10,,2010-03-29T00:00:00,West,Award,Kia Motors,KIPWK,
1938,Manu,Ginobili,Argentina,Olympic Bronze Medal,,2008,,,,Award,Olympic,Bronze,
1938,Manu,Ginobili,San Antonio Spurs,All-NBA,3,2007-08,,,1610612759,Award,Kia Motors,KIANT,
1938,Manu,Ginobili,San Antonio Spurs,NBA Player of the Week,,2007-08,,2008-02-24T00:00:00,West,Award,Kia Motors,KIPWK,
1938,Manu,Ginobili,San Antonio Spurs,NBA Sixth Man of the Year,,2007-08,,,,Award,Kia Motors,KISMY,
1938,Manu,Ginobili,San Antonio Spurs,All-Rookie Team,2,2002-03,,,1610612759,Award,Kia Motors,KIART,
1938,Manu,Ginobili,San Antonio Spurs,NBA Player of the Week,,2006-07,,2007-03-11T00:00:00,West,Award,Kia Motors,KIPWK,
1938,Manu,Ginobili,San Antonio Spurs,NBA Rookie of the Month,,2002-03,03/01/2003,,West,Award,Kia Motors,KIRMO,
1938,Manu,Ginobili,Argentina,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,
1921,Gordan,Giricek,Orlando Magic,All-Rookie Team,2,2002-03,,,1610612753,Award,Kia Motors,KIART,
76822,Mike,Glenn,Atlanta Hawks,NBA Player of the Week,,1982-83,,1983-04-17T00:00:00,,Award,Kia Motors,KIPWK,
76822,Mike,Glenn,New York Knicks,J. Walter Kennedy Citizenship,,1980-81,,,,Award,Kia Motors,KIWKC,
2601,Andreas,Glyniadakis,Greece,Olympic Appearance,,2008,,,,Award,Olympic,Appearance,
203497,Rudy,Gobert,Utah Jazz,All-NBA,2,2016-17,,,West,Award,Kia Motors,KIANT,
203497,Rudy,Gobert,Utah Jazz,NBA Player of the Week,,2018-19,,2019-03-11T00:00:00,West,Award,Kia Motors,KIPWK,
203497,Rudy,Gobert,Utah Jazz,NBA Defensive Player of the Year,,2017-18,,,,Award,Kia Motors,KDPYR,
203497,Rudy,Gobert,Utah Jazz,All-Defensive Team,1,2016-17,,,, ,,,
203497,Rudy,Gobert,Utah Jazz,All-Defensive Team,1,2017-18,,,West,Award,Kia Motors,KIADT,
203497,Rudy,Gobert,Utah Jazz,All-NBA,3,2018-19,,,West,Award,Kia Motors,KIANT,
203497,Rudy,Gobert,Utah Jazz,All-Defensive Team,1,2018-19,,,West,Award,Kia Motors,KIADT,
203497,Rudy,Gobert,Utah Jazz,NBA Defensive Player of the Year,,2018-19,,,West,Award,Kia Motors,KDPYR,
76828,Tom,Gola,,Hall of Fame Inductee,,1976,,,,Award,Hall of Fame,,
76828,Tom,Gola,Philadelphia Warriors,All-NBA,2,1957-58,,,1610612744,Award,Kia Motors,KIANT,
101155,Ryan,Gomes,Boston Celtics,All-Rookie Team,2,2005-06,,,1610612738,Award,Kia Motors,KIART,
2400,Drew,Gooden,Milwaukee Bucks,NBA Player of the Week,,2011-12,,2012-03-12T00:00:00,East,Award,Kia Motors,KIPWK,
2400,Drew,Gooden,Orlando Magic,All-Rookie Team,1,2002-03,,,1610612753,Award,Kia Motors,KIART,
2400,Drew,Gooden,Orlando Magic,NBA Rookie of the Month,,2002-03,11/01/2002,,East,Award,Kia Motors,KIRMO,
76832,Gail,Goodrich,Los Angeles Lakers,All-NBA,1,1973-74,,,1610612747,Award,Kia Motors,KIANT,
76832,Gail,Goodrich,,Hall of Fame Inductee,,1996,,,,Award,Hall of Fame,,
2732,Ben,Gordon,Chicago Bulls,NBA Sixth Man of the Year,,2004-05,,,,Award,Kia Motors,KISMY,
2732,Ben,Gordon,Chicago Bulls,NBA Player of the Week,,2006-07,,2007-01-28T00:00:00,East,Award,Kia Motors,KIPWK,
2732,Ben,Gordon,Chicago Bulls,NBA Rookie of the Month,,2004-05,01/01/2005,,East,Award,Kia Motors,KIRMO,
2732,Ben,Gordon,Chicago Bulls,NBA Player of the Week,,2005-06,,2006-04-16T00:00:00,East,Award,Kia Motors,KIPWK,
2732,Ben,Gordon,Chicago Bulls,NBA Rookie of the Month,,2004-05,02/01/2005,,East,Award,Kia Motors,KIRMO,
2732,Ben,Gordon,Chicago Bulls,All-Rookie Team,1,2004-05,,,1610612741,Award,Kia Motors,KIART,
2732,Ben,Gordon,Chicago Bulls,NBA Rookie of the Month,,2004-05,03/01/2005,,East,Award,Kia Motors,KIRMO,
2732,Ben,Gordon,Chicago Bulls,NBA Player of the Week,,2008-09,,2009-04-13T00:00:00,East,Award,Kia Motors,KIPWK,
2732,Ben,Gordon,Chicago Bulls,NBA Player of the Week,,2006-07,,2007-04-15T00:00:00,East,Award,Kia Motors,KIPWK,
201569,Eric,Gordon,Los Angeles Clippers,NBA Rookie of the Month,,2008-09,01/01/2009,,West,Award,Kia Motors,KIRMO,
201569,Eric,Gordon,Los Angeles Clippers,All-Rookie Team,2,2008-09,,,1610612746,Award,Kia Motors,KIART,
201569,Eric,Gordan,Houston Rockets,NBA Sixth Man of the Year,(null),2016-17,,,West,Award,Kia Motors,KISMY,(null)
101162,Marcin,Gortat,Washington Wizards,NBA Player of the Week,,2015-16,,2015-12-28T00:00:00,East,Award,Kia Motors,KIPWK,
76839,Ricky,Grace,Australia,Olympic Appearance,,2000,,,,Award,Olympic,Appearance,
101122,Danny,Granger,Indiana Pacers,All-Rookie Team,2,2005-06,,,1610612754,Award,Kia Motors,KIART,
101122,Danny,Granger,Indiana Pacers,NBA Player of the Week,,2007-08,,2007-11-04T00:00:00,East,Award,Kia Motors,KIPWK,
